SYS_LOC_CODE,SAMPLE_DATE,SAMPLE_TYPE_CODE,STREAM_CODE,ANALYTIC_METHOD,FRACTION,REPORT_RESULT_VALUE,DETECT_FLAG,CHEMICAL_NAME,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,RESULT_NUMERIC,RESULT_UNIT,DETECTION_LIMIT_UNIT,LOC_COUNTY_CODE,SAMPLE_METHOD,LOC_MAJOR_BASIN,LOC_DESC,VALUE_TYPE,LONGITUDE,LATITUDE,date,year,month,month_name,WID,HUC 8
S002-148,40422,Sample,07020004-568,D516,Total,134,Y,Sulfate,4,4,134,mg/L,mg/L,Chippewa,G,7020004,"HAWK CK, AT MN-23, 2.2 MI SW OF MAYNARD",Actual,-95.4831,44.8697,40422,2010,9,September,07020004-568,07020004
S002-148,40435,Sample,07020004-568,D516,Total,316,Y,Sulfate,4,4,316,mg/L,mg/L,Chippewa,G,7020004,"HAWK CK, AT MN-23, 2.2 MI SW OF MAYNARD",Actual,-95.4831,44.8697,40435,2010,9,September,07020004-568,07020004
S002-323,40323,Sample,07020004-584,D516,Total,446,Y,Sulfate,NA,4,446,mg/L,mg/L,Lincoln,G,7020004,"YELL MED R, BRG MIN MAIN RD, 1/4 MI E CSAH-8, 2 MI W TAUNTON",Actual,-96.108641,44.601434,40323,2010,5,May,07020004-584,07020004
S006-173,40323,Sample,07020004-584,D516,Total,550,Y,Sulfate,NA,4,550,mg/L,mg/L,Lyon,G,7020004,"YELLOW MEDICINE R AT 140TH AVE, 4 1/3 MI NO OF MINNEOTA",Actual,-96.01232,44.62371,40323,2010,5,May,07020004-584,07020004
S002-323,40374,Sample,07020004-584,D516,Total,275,Y,Sulfate,NA,4,275,mg/L,mg/L,Lincoln,G,7020004,"YELL MED R, BRG MIN MAIN RD, 1/4 MI E CSAH-8, 2 MI W TAUNTON",Actual,-96.108641,44.601434,40374,2010,7,July,07020004-584,07020004
S006-173,40374,Sample,07020004-584,D516,Total,430,Y,Sulfate,NA,4,430,mg/L,mg/L,Lyon,G,7020004,"YELLOW MEDICINE R AT 140TH AVE, 4 1/3 MI NO OF MINNEOTA",Actual,-96.01232,44.62371,40374,2010,7,July,07020004-584,07020004
S002-323,40388,Sample,07020004-584,D516,Total,302,Y,Sulfate,NA,4,302,mg/L,mg/L,Lincoln,G,7020004,"YELL MED R, BRG MIN MAIN RD, 1/4 MI E CSAH-8, 2 MI W TAUNTON",Actual,-96.108641,44.601434,40388,2010,7,July,07020004-584,07020004
S006-173,40388,Sample,07020004-584,D516,Total,352,Y,Sulfate,NA,4,352,mg/L,mg/L,Lyon,G,7020004,"YELLOW MEDICINE R AT 140TH AVE, 4 1/3 MI NO OF MINNEOTA",Actual,-96.01232,44.62371,40388,2010,7,July,07020004-584,07020004
S002-323,40402,Sample,07020004-584,D516,Total,290,Y,Sulfate,NA,4,290,mg/L,mg/L,Lincoln,G,7020004,"YELL MED R, BRG MIN MAIN RD, 1/4 MI E CSAH-8, 2 MI W TAUNTON",Actual,-96.108641,44.601434,40402,2010,8,August,07020004-584,07020004
S006-173,40402,Sample,07020004-584,D516,Total,332,Y,Sulfate,NA,4,332,mg/L,mg/L,Lyon,G,7020004,"YELLOW MEDICINE R AT 140TH AVE, 4 1/3 MI NO OF MINNEOTA",Actual,-96.01232,44.62371,40402,2010,8,August,07020004-584,07020004
S002-323,40408,Sample,07020004-584,D516,Total,319,Y,Sulfate,NA,4,319,mg/L,mg/L,Lincoln,G,7020004,"YELL MED R, BRG MIN MAIN RD, 1/4 MI E CSAH-8, 2 MI W TAUNTON",Actual,-96.108641,44.601434,40408,2010,8,August,07020004-584,07020004
S006-173,40408,Sample,07020004-584,D516,Total,373,Y,Sulfate,NA,4,373,mg/L,mg/L,Lyon,G,7020004,"YELLOW MEDICINE R AT 140TH AVE, 4 1/3 MI NO OF MINNEOTA",Actual,-96.01232,44.62371,40408,2010,8,August,07020004-584,07020004
S002-323,40430,Sample,07020004-584,D516,Total,234,Y,Sulfate,NA,4,234,mg/L,mg/L,Lincoln,G,7020004,"YELL MED R, BRG MIN MAIN RD, 1/4 MI E CSAH-8, 2 MI W TAUNTON",Actual,-96.108641,44.601434,40430,2010,9,September,07020004-584,07020004
S006-173,40430,Sample,07020004-584,D516,Total,275,Y,Sulfate,NA,4,275,mg/L,mg/L,Lyon,G,7020004,"YELLOW MEDICINE R AT 140TH AVE, 4 1/3 MI NO OF MINNEOTA",Actual,-96.01232,44.62371,40430,2010,9,September,07020004-584,07020004
S002-323,40451,Sample,07020004-584,D516,Total,209,Y,Sulfate,NA,4,209,mg/L,mg/L,Lincoln,G,7020004,"YELL MED R, BRG MIN MAIN RD, 1/4 MI E CSAH-8, 2 MI W TAUNTON",Actual,-96.108641,44.601434,40451,2010,9,September,07020004-584,07020004
S006-173,40451,Sample,07020004-584,D516,Total,253,Y,Sulfate,NA,4,253,mg/L,mg/L,Lyon,G,7020004,"YELLOW MEDICINE R AT 140TH AVE, 4 1/3 MI NO OF MINNEOTA",Actual,-96.01232,44.62371,40451,2010,9,September,07020004-584,07020004
S000-404,40303,Sample,07020004-586,D516,Total,186,Y,Sulfate,4,4,186,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40303,2010,5,May,07020004-586,07020004
S000-404,40316,Sample,07020004-586,D516,Total,213,Y,Sulfate,4,4,213,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40316,2010,5,May,07020004-586,07020004
S000-404,40330,Sample,07020004-586,D516,Total,199,Y,Sulfate,4,4,199,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40330,2010,6,June,07020004-586,07020004
S000-404,40345,Sample,07020004-586,D516,Total,231,Y,Sulfate,4,4,231,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40345,2010,6,June,07020004-586,07020004
S000-404,40360,Sample,07020004-586,D516,Total,171,Y,Sulfate,4,4,171,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40360,2010,7,July,07020004-586,07020004
S000-404,40374,Sample,07020004-586,D516,Total,178,Y,Sulfate,4,4,178,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40374,2010,7,July,07020004-586,07020004
S000-404,40392,Sample,07020004-586,D516,Total,186,Y,Sulfate,4,4,186,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40392,2010,8,August,07020004-586,07020004
S000-404,40406,Sample,07020004-586,D516,Total,99,Y,Sulfate,4,4,99,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40406,2010,8,August,07020004-586,07020004
S000-404,40422,Sample,07020004-586,D516,Total,133,Y,Sulfate,4,4,133,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40422,2010,9,September,07020004-586,07020004
S000-404,40435,Sample,07020004-586,D516,Total,186,Y,Sulfate,4,4,186,mg/L,mg/L,Renville,G,7020004,E FK BEAVER CK AT CSAH-4 6.5 MI S OF OLIVIA,Actual,-95.000361,44.672472,40435,2010,9,September,07020004-586,07020004
S002-012,40093,Sample,07020004-587,300,Total,186,Y,Sulfate,5,15,186,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40093,2009,10,October,07020004-587,07020004
S002-012,40162,Sample,07020004-587,300.1,Total,271,Y,Sulfate,NA,1,271,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40162,2009,12,December,07020004-587,07020004
S002-012,40303,Sample,07020004-587,D516,Total,207,Y,Sulfate,4,4,207,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40303,2010,5,May,07020004-587,07020004
S002-012,40316,Sample,07020004-587,D516,Total,325,Y,Sulfate,4,4,325,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40316,2010,5,May,07020004-587,07020004
S002-012,40330,Sample,07020004-587,D516,Total,273,Y,Sulfate,4,4,273,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40330,2010,6,June,07020004-587,07020004
S002-012,40345,Sample,07020004-587,D516,Total,286,Y,Sulfate,4,4,286,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40345,2010,6,June,07020004-587,07020004
S002-012,40360,Sample,07020004-587,D516,Total,274,Y,Sulfate,4,4,274,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40360,2010,7,July,07020004-587,07020004
S002-012,40374,Sample,07020004-587,D516,Total,233,Y,Sulfate,4,4,233,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40374,2010,7,July,07020004-587,07020004
S002-012,40392,Sample,07020004-587,D516,Total,178,Y,Sulfate,4,4,178,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40392,2010,8,August,07020004-587,07020004
S002-012,40406,Sample,07020004-587,D516,Total,170,Y,Sulfate,4,4,170,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40406,2010,8,August,07020004-587,07020004
S002-012,40422,Sample,07020004-587,D516,Total,137,Y,Sulfate,4,4,137,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40422,2010,9,September,07020004-587,07020004
S002-012,40435,Sample,07020004-587,D516,Total,297,Y,Sulfate,4,4,297,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,40435,2010,9,September,07020004-587,07020004
S002-012,41023,Sample,07020004-587,300.1,Total,146,Y,Sulfate,NA,1,146,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,41023,2012,4,April,07020004-587,07020004
S002-012,41113,Sample,07020004-587,300.1,Total,129,Y,Sulfate,NA,1,129,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,41113,2012,7,July,07020004-587,07020004
S002-012,41205,Sample,07020004-587,300.1,Total,212,Y,Sulfate,NA,1,212,mg/L,mg/L,Renville,G,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,41205,2012,10,October,07020004-587,07020004
S002-012,42114,Sample,07020004-587,300.1,Total,153,Y,Sulfate,0.2,0.5,153,mg/L,mg/L,Renville,Unknown,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,42114,2015,4,April,07020004-587,07020004
S002-012,42192,Sample,07020004-587,300.1,Total,183,Y,Sulfate,0.2,0.5,183,mg/L,mg/L,Renville,Unknown,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,42192,2015,7,July,07020004-587,07020004
S002-012,42297,Sample,07020004-587,300.1,Total,164,Y,Sulfate,2.02,5,164,mg/L,mg/L,Renville,Unknown,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,42297,2015,10,October,07020004-587,07020004
S002-012,43220,Sample,07020004-587,300.1,Total,224,Y,Sulfate,0.16,0.5,224,mg/L,mg/L,Renville,Unknown,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,43220,2018,4,April,07020004-587,07020004
S002-012,43311,Sample,07020004-587,300.1,Total,193,Y,Sulfate,0.16,0.5,193,mg/L,mg/L,Renville,Unknown,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,43311,2018,7,July,07020004-587,07020004
S002-012,43381,Sample,07020004-587,300.1,Total,236,Y,Sulfate,0.16,0.5,236,mg/L,mg/L,Renville,Unknown,7020004,"HAWK CK AT CR 52 BR, 6.5 MI SE OF GRANITE FALLS",Actual,-95.4288,44.7622,43381,2018,10,October,07020004-587,07020004
S002-152,40303,Sample,07020004-588,D516,Total,269,Y,Sulfate,4,4,269,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40303,2010,5,May,07020004-588,07020004
S002-152,40316,Sample,07020004-588,D516,Total,364,Y,Sulfate,4,4,364,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40316,2010,5,May,07020004-588,07020004
S002-152,40330,Sample,07020004-588,D516,Total,308,Y,Sulfate,4,4,308,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40330,2010,6,June,07020004-588,07020004
S002-152,40345,Sample,07020004-588,D516,Total,278,Y,Sulfate,4,4,278,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40345,2010,6,June,07020004-588,07020004
S002-152,40360,Sample,07020004-588,D516,Total,271,Y,Sulfate,4,4,271,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40360,2010,7,July,07020004-588,07020004
S002-152,40374,Sample,07020004-588,D516,Total,226,Y,Sulfate,4,4,226,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40374,2010,7,July,07020004-588,07020004
S002-152,40392,Sample,07020004-588,D516,Total,228,Y,Sulfate,4,4,228,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40392,2010,8,August,07020004-588,07020004
S002-152,40406,Sample,07020004-588,D516,Total,173,Y,Sulfate,4,4,173,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40406,2010,8,August,07020004-588,07020004
S002-152,40422,Sample,07020004-588,D516,Total,197,Y,Sulfate,4,4,197,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40422,2010,9,September,07020004-588,07020004
S002-152,40435,Sample,07020004-588,D516,Total,323,Y,Sulfate,4,4,323,mg/L,mg/L,Renville,G,7020004,"CHETOMBA CK, AT UNNAMED TWP RD, 5 MI SE OF MAYNARD",Actual,-95.4272,44.8617,40435,2010,9,September,07020004-588,07020004
S007-873,42501,Sample,07020004-594,300.1,Total,194,Y,Sulfate,0.15,0.5,194,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42501,2016,5,May,07020004-594,07020004
S007-873,42522,Sample,07020004-594,300.1,Total,213,Y,Sulfate,0.15,0.5,213,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42522,2016,6,June,07020004-594,07020004
S007-873,42563,Sample,07020004-594,300.1,Total,132,Y,Sulfate,0.15,0.5,132,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42563,2016,7,July,07020004-594,07020004
S007-873,42583,Sample,07020004-594,300.1,Total,68.8,Y,Sulfate,0.15,0.5,68.8,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42583,2016,8,August,07020004-594,07020004
S007-873,42625,Sample,07020004-594,300.1,Total,93.2,Y,Sulfate,0.15,0.5,93.2,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42625,2016,9,September,07020004-594,07020004
S007-873,42667,Sample,07020004-594,300.1,Total,165,Y,Sulfate,0.15,0.5,165,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42667,2016,10,October,07020004-594,07020004
S007-873,42859,Sample,07020004-594,300.1,Total,160,Y,Sulfate,0.15,0.5,160,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42859,2017,5,May,07020004-594,07020004
S007-873,42891,Sample,07020004-594,300.1,Total,134,Y,Sulfate,0.15,0.5,134,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42891,2017,6,June,07020004-594,07020004
S007-873,42922,Sample,07020004-594,300.1,Total,151,Y,Sulfate,0.15,0.5,151,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,42922,2017,7,July,07020004-594,07020004
S007-873,43004,Sample,07020004-594,300.1,Total,106,Y,Sulfate,0.17,0.5,106,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43004,2017,9,September,07020004-594,07020004
S007-873,43033,Sample,07020004-594,300.1,Total,4.46,Y,Sulfate,0.17,0.5,4.46,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43033,2017,10,October,07020004-594,07020004
S007-873,43237,Sample,07020004-594,300.1,Total,118,Y,Sulfate,0.16,0.5,118,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43237,2018,5,May,07020004-594,07020004
S007-873,43257,Sample,07020004-594,300.1,Total,103,Y,Sulfate,0.16,0.5,103,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43257,2018,6,June,07020004-594,07020004
S007-873,43283,Sample,07020004-594,300.1,Total,100,Y,Sulfate,0.16,0.5,100,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43283,2018,7,July,07020004-594,07020004
S007-873,43313,Sample,07020004-594,300.1,Total,74.6,Y,Sulfate,0.16,0.5,74.6,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43313,2018,8,August,07020004-594,07020004
S007-873,43348,Sample,07020004-594,300.1,Total,83.8,Y,Sulfate,0.16,0.5,83.8,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43348,2018,9,September,07020004-594,07020004
S007-873,43377,Sample,07020004-594,300.1,Total,133,Y,Sulfate,0.16,0.5,133,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43377,2018,10,October,07020004-594,07020004
S007-873,43600,Sample,07020004-594,300.1,Total,95.7,Y,Sulfate,0.17,0.5,95.7,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43600,2019,5,May,07020004-594,07020004
S007-873,43619,Sample,07020004-594,300.1,Total,84.5,Y,Sulfate,0.17,0.5,84.5,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43619,2019,6,June,07020004-594,07020004
S007-873,43655,Sample,07020004-594,300.1,Total,66.8,Y,Sulfate,0.17,0.5,66.8,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43655,2019,7,July,07020004-594,07020004
S007-873,43689,Sample,07020004-594,300.1,Total,76.5,Y,Sulfate,0.17,0.5,76.5,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43689,2019,8,August,07020004-594,07020004
S007-873,43711,Sample,07020004-594,300.1,Total,83.1,Y,Sulfate,0.17,0.5,83.1,mg/L,mg/L,Lincoln,Unknown,7020004,"Unnamed Creek (Lake Shaokatan Inlet), adjacent to CR 101, 1.2 miles South of Shaokatan, MN",Actual,-96.389,44.398,43711,2019,9,September,07020004-594,07020004
S004-649,40092,Sample,07020004-747,300.1,Total,246,Y,Sulfate,NA,1,246,mg/L,mg/L,Lac Qui Parle,G,7020004,MN R 500 FT S CSAH-13 NEAR USGS GAGE HOUSE DWNST OF S000-781,Actual,-95.86893,45.02063,40092,2009,10,October,07020004-747,07020004
S004-649,40119,Sample,07020004-747,300.1,Total,396,Y,Sulfate,NA,1,396,mg/L,mg/L,Lac Qui Parle,G,7020004,MN R 500 FT S CSAH-13 NEAR USGS GAGE HOUSE DWNST OF S000-781,Actual,-95.86893,45.02063,40119,2009,11,November,07020004-747,07020004
S004-649,41022,Sample,07020004-747,300.1,Total,269,Y,Sulfate,NA,1,269,mg/L,mg/L,Lac Qui Parle,G,7020004,MN R 500 FT S CSAH-13 NEAR USGS GAGE HOUSE DWNST OF S000-781,Actual,-95.86893,45.02063,41022,2012,4,April,07020004-747,07020004
S004-649,41112,Sample,07020004-747,300.1,Total,265,Y,Sulfate,NA,1,265,mg/L,mg/L,Lac Qui Parle,G,7020004,MN R 500 FT S CSAH-13 NEAR USGS GAGE HOUSE DWNST OF S000-781,Actual,-95.86893,45.02063,41112,2012,7,July,07020004-747,07020004
S004-649,41205,Sample,07020004-747,300.1,Total,242,Y,Sulfate,NA,1,242,mg/L,mg/L,Lac Qui Parle,G,7020004,MN R 500 FT S CSAH-13 NEAR USGS GAGE HOUSE DWNST OF S000-781,Actual,-95.86893,45.02063,41205,2012,10,October,07020004-747,07020004
S007-851,41766,Sample,07020004-747,300.1,Total,185,Y,Sulfate,NA,1,185,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41766,2014,5,May,07020004-747,07020004
S007-851,41794,Sample,07020004-747,300.1,Total,265,Y,Sulfate,NA,1,265,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41794,2014,6,June,07020004-747,07020004
S007-851,41801,Sample,07020004-747,300.1,Total,260,Y,Sulfate,NA,1,260,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41801,2014,6,June,07020004-747,07020004
S007-851,41836,Sample,07020004-747,300.1,Total,211,Y,Sulfate,NA,1,211,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41836,2014,7,July,07020004-747,07020004
S007-851,41843,Sample,07020004-747,300.1,Total,223,Y,Sulfate,NA,1,223,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41843,2014,7,July,07020004-747,07020004
S007-851,41855,Sample,07020004-747,300.1,Total,228,Y,Sulfate,NA,2,228,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41855,2014,8,August,07020004-747,07020004
S007-851,41862,Sample,07020004-747,300.1,Total,225,Y,Sulfate,NA,1,225,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41862,2014,8,August,07020004-747,07020004
S007-851,41891,Sample,07020004-747,300.1,Total,201,Y,Sulfate,NA,1,201,mg/L,mg/L,Lac Qui Parle,G,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,41891,2014,9,September,07020004-747,07020004
S004-649,42114,Sample,07020004-747,300.1,Total,214,Y,Sulfate,0.2,0.5,214,mg/L,mg/L,Lac Qui Parle,Unknown,7020004,MN R 500 FT S CSAH-13 NEAR USGS GAGE HOUSE DWNST OF S000-781,Actual,-95.86893,45.02063,42114,2015,4,April,07020004-747,07020004
S007-851,42150,Sample,07020004-747,300.1,Total,202,Y,Sulfate,0.2,0.5,202,mg/L,mg/L,Lac Qui Parle,Unknown,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,42150,2015,5,May,07020004-747,07020004
S004-649,42192,Sample,07020004-747,300.1,Total,286,Y,Sulfate,0.2,0.5,286,mg/L,mg/L,Lac Qui Parle,Unknown,7020004,MN R 500 FT S CSAH-13 NEAR USGS GAGE HOUSE DWNST OF S000-781,Actual,-95.86893,45.02063,42192,2015,7,July,07020004-747,07020004
S007-851,42269,Sample,07020004-747,300.1,Total,257,Y,Sulfate,0.2,0.5,257,mg/L,mg/L,Lac Qui Parle,Unknown,7020004,"Downstream of CSAH 33/13, 3 mi. W of Watson",Actual,-95.867766,45.015064,42269,2015,9,September,07020004-747,07020004
