Facility,SOURCEID,AIID,LATITUDE,LONGITUDE,PERMITTYPE,NAICS_CODE,INVENTORY,EMISSIONUN,CO,NOX,SO2,VOC,LEAD,PM10,PM25,NH3
LSC Communications US LLC,2705300384,1757,45.0889,-93.405,R,323111,2018,TON,2.594,3.088,0.018528,25.82782847,0,0.0160578,0.0132787,0.098818
LSC Communications US LLC,2705300384,1757,45.0889,-93.405,R,323111,2017,TON,2.5914,3.085,0.01851,30.34970655,,0.016042,0.0132655,0.09872
LSP Cottage Grove Cogeneration Facility,2716300087,2551,44.7957,-92.9101,R,221122,2019,TON,32.3245068,33.5553098,1.4556197,5.808826278,0.000151266,4.680471974,2.906954391,23.731004
LSP Cottage Grove Cogeneration Facility,2716300087,2551,44.7957,-92.9101,R,221122,2018,TON,31.90423243,28.51653,0.8830437,3.89889866,0.000166937,2.251291479,1.497323055,16.04775
LSP Cottage Grove Cogeneration Facility,2716300087,2551,44.7957,-92.9101,R,221122,2017,TON,19.069942,26.63497,0.7990731,3.43266008,0.000143909,1.876737987,0.722797183,19.071527
LTF - Millwork,2701900071,49253,44.8536,-93.5912,D,321918,2019,TON,0.08883,0.1058,0.0006345,1.265816,5.288E-07,0.6405499,0.5315347,0.003384
LTF - Millwork,2701900071,49253,44.8536,-93.5912,D,321918,2018,TON,0.07951,0.09465,0.0005679,2.145206,4.733E-07,0.5004922,0.415307,0.003029
LTF - Millwork,2701900071,49253,44.8536,-93.5912,D,321918,2017,TON,0.0004704,0.00056,0.00000336,1.7900308,2.8E-09,0.350002912,0.290392408,0.00001792
Luhman's Construction Co - Nonmetallic,2704900077,2040,44.5849,-92.6873,NM,212312,2019,TON,0.68361,3.29736,0.368135,0.33694,,0.239004,0.2230611,
Luhman's Construction Co - Nonmetallic,2704900077,2040,44.5849,-92.6873,NM,212312,2018,TON,0.46401,2.21136,0.246135,0.24904,0,0.3297463,0.1820286,0
Luhman's Construction Co - Nonmetallic,2704900077,2040,44.5849,-92.6873,NM,212312,2017,TON,3.9693,4.49185,0.499829,0.5057,,0.32591,0.3042159,
Lunds & Byerlys Burnsville,2703700296,4579,44.73850681,-93.27018062,C,238210,2019,TON,0.121,0.5623,0.03696,0.0459,,0.04055,0.0405521,0.0027
Lunds & Byerlys Burnsville,2703700296,4579,44.73850681,-93.27018062,C,238210,2018,TON,0.04732,0.2199,0.01445,0.01795,0,0.015854,0.015854,0.001056
Lunds & Byerlys Burnsville,2703700296,4579,44.7386,-93.2703,C,238210,2017,TON,0.05096,0.2368,0.01556,0.01933,,0.01707,0.0170735,0.001137
Lunds & Byerlys Eagan,2703700276,882,44.8347,-93.1588,C,445110,2018,TON,0.05181,0.2407,0.01582,0.01965,0,0.0173604,0.0173604,0.001156
Lunds & Byerlys Eagan,2703700276,882,44.8347,-93.1588,C,445110,2017,TON,0.0481,0.2235,0.01469,0.01824,,0.01612,0.0161203,0.001073
Lunds and Byerlys - Eagan,2703700276,882,44.8347,-93.1588,C,445110,2019,TON,0.03238,0.1505,0.009889,0.01228,,0.01085,0.0108528,0.0007224
Lupient Chevrolet of Bloomington,2705300977,920,44.8593869,-93.29961899,D,441110,2019,TON,0.1606,0.1912,0.001147,0.63251,9.558E-07,0.280994,0.233122,0.006117
Lupient Chevrolet of Bloomington,2705300977,920,44.8593869,-93.29961899,D,441110,2018,TON,0.1606,0.1912,0.001147,0.70051,9.558E-07,0.280994,0.233122,0.006117
Lupient Chevrolet of Bloomington,2705300977,920,44.8594,-93.2998,D,441110,2017,TON,0.1606,0.1912,0.001147,0.70051,9.558E-07,0.280994,0.233122,0.006117
Luther Collision & Glass Plymouth,2705301079,9763,45.055,-93.4041,D,811121,2019,TON,,,,7.18,,0,0,
Luther Collision & Glass Plymouth,2705301079,9763,45.055,-93.4041,D,811121,2018,TON,0,0,0,8.11,0,,,0
Luther Collision & Glass Plymouth,2705301079,9763,45.055,-93.4041,D,811121,2017,TON,,,,8.29,,,,
Luther Hopkins Honda,2705300928,86908,44.9202,-93.4093,D,811121,2018,TON,0,0,0,2.12,0,,,0
Luther Hopkins Honda,2705300928,4399,44.9202,-93.4093,D,811121,2017,TON,,,,1.889,,,,
Luverne Municipal Power Plant,2713300016,2111,43.65442125,-96.20179348,C,926110,2019,TON,0.1344,0.6245,0.04105,0.05098,,0.04504,0.045041,0.002999
Luverne Municipal Power Plant,2713300016,2111,43.65442125,-96.20179348,C,926110,2018,TON,0.1224,0.5687,0.03738,0.04642,0,0.0410032,0.0410032,0.00273
Luverne Municipal Power Plant,2713300016,2111,43.6544,-96.202,C,926110,2017,TON,0.1379,0.6405,0.0421,0.05228,,0.04619,0.046189,0.003075
M&J Construction Co - Nonmetallic,2708900026,2282,48.3012,-96.2129,NM,212312,2019,TON,0.5703,0.9085,0.04697,1.693,,0.85018,0.390916,
M&J Construction Co - Nonmetallic,2708900026,2282,48.3012,-96.2129,NM,212312,2018,TON,1.216,1.937,0.1002,3.61,0,1.619308,0.683238,0
M&J Construction Co - Nonmetallic,2708900026,2282,48.3012,-96.2129,NM,212312,2017,TON,74.65,1.937,0.1002,3.61,,1.6103,0.683346,
MAACO Auto Painting - Little Canada,2712300668,5116,45.03968005,-93.09675826,D,811121,2019,TON,,,,3.52,,0,0,
MAACO Auto Painting - Little Canada,2712300668,5116,45.03968005,-93.09675826,D,811121,2018,TON,0,0,0,3.88,0,,,0
MAACO Auto Painting - Little Canada,2712300668,5116,45.03968005,-93.09675826,D,811121,2017,TON,,,,3.54,,,,
Mac Manufacturing Inc,2703500052,4730,46.4146,-94.282,D,339920,2017,TON,,,,5.63,0.0001503,2.3002855,1.1502369,
Macalester College,2712300042,679,44.9398,-93.1692,C,611310,2019,TON,3.2608749,4.0707085,0.296559399,0.21672735,1.9175E-05,0.042815722,0.037291863,0.025612554
Macalester College,2712300042,679,44.9398,-93.1692,C,611310,2018,TON,3.3852749,4.3030085,0.449379399,0.22491835,1.98171E-05,0.054566142,0.047769863,0.029948554
Macalester College,2712300042,679,44.9398,-93.1692,C,611310,2017,TON,0.05425161,0.2494026,0.175580763,0.01148744,6.382E-08,0.020411001,0.01911095,0.004725785
MacDermid Enthone America LLC,2705300461,1213,45.0116,-93.6671,D,325998,2019,TON,0.4024,5.24081,0.2242464,0.6728,0.00000062,0.0003858,0.00023644,0.2332
MacDermid Enthone America LLC,2705300461,1213,45.0116,-93.6671,D,325998,2018,TON,0.4399,5.70926,0.300916,0.7548,0.00000066,0.0004218,0.00025853,0.23189
MacDermid Enthone America LLC,2705300461,1213,45.0116,-93.6671,D,325998,2017,TON,0.2368,3.0642,0.0636393,0.71526,0.000003,0.0041811,0.00368852,0.17519
Mackay Mitchell Envelope Co,2705301104,7170,44.98345578,-93.22227754,D,322230,2019,TON,0.163,0.194,0.001164,4.74967,0.00000097,0.001009,0.0008342,0.006208
Mackay Mitchell Envelope Co,2705301104,7170,44.98345578,-93.22227754,D,322230,2018,TON,0.1512,0.18,0.00108,4.1909,0.0000009,0.000936,0.000774,0.00576
Mackay Mitchell Envelope Co,2705301104,7170,44.98345578,-93.22227754,D,322230,2017,TON,0.1344,0.16,0.00096,4.8978,0.0000008,0.000832,0.000688,0.00512
Macy's Department Store Nicollet Mall,2705300025,86383,44.9766,-93.2735,C,452210,2018,TON,0,0,0,0,0,,,0
Macy's Department Store Nicollet Mall,2705300025,86383,44.9766,-93.2735,C,452210,2017,TON,0.00105,0.00125,0.0000075,0.00006875,6.25E-09,0.0000065,0.000005375,0.000006125
Madelia Light & Power Standby Generation,2716500019,3808,44.0506,-94.4186,C,221122,2019,TON,0.456,2.119,0.1393,0.1729,,0.1528,0.152801,0.01017
Madelia Light & Power Standby Generation,2716500019,3808,44.0506,-94.4186,C,221122,2018,TON,0.06897,0.3204,0.02106,0.02615,0,0.0231096,0.0231096,0.001538
Madelia Light & Power Standby Generation,2716500019,3808,44.0506,-94.4186,C,22111,2017,TON,0.1814,0.8426,0.05538,0.06877,,0.06076,0.060762,0.004046
Magellan Midstream Partners LP - Rochester,2710900013,2184,44.00038528,-92.25079346,R,486910,2018,TON,10.9,4.362,0,43.84685,0,,,0
Magellan Pipeline Co LP,2703700021,2182,44.7325,-93.1961,R,486910,2019,TON,,,,24,,0,0,
Magellan Pipeline Co LP - Albert Lea,2704700034,40353,43.52018991,-93.35799785,D,486910,2019,TON,4.851,20.382,0.23698,3.0281,,0.8228,0.91293,
Magellan Pipeline Co LP - Albert Lea,2704700034,40353,43.52018991,-93.35799785,D,486910,2018,TON,5.238,21.463,0.23689,3.0281,0,0.84285,0.81785,0
Magellan Pipeline Co LP - Albert Lea,2704700034,40353,43.52018991,-93.35799785,D,486910,2017,TON,4.64,18.897,0.20996,2.7009,,0.7291,0.81911,
Magellan Pipeline CO LP - Alexandria Terminal,2704100006,2181,45.893,-95.3855,R,486910,2019,TON,8.413,3.365,,54.554,,0,0,
Magellan Pipeline CO LP - Alexandria Terminal,2704100006,2181,45.893,-95.3855,R,486910,2018,TON,9.9,3.96,0,59.7292,0,,,0
Magellan Pipeline CO LP - Alexandria Terminal,2704100006,2181,45.893,-95.3855,R,486910,2017,TON,11.51,4.605,,60.57517,,,,
Magellan Pipeline Co LP - Faribault,2713100015,57541,44.261,-93.3025,D,486910,2019,TON,4.276,17.336,0.2396,3.05,,0.8319,0.83992,
Magellan Pipeline Co LP - Faribault,2713100015,57541,44.261,-93.3025,D,486910,2018,TON,3.3202,13.433,0.18604,2.4014,0,0.67385,0.65395,0
Magellan Pipeline Co LP - Faribault,2713100015,57541,44.261,-93.3025,D,486910,2017,TON,3.489,12.933,0.19482,2.5086,,0.6767,0.75277,
Magellan Pipeline Co LP - Mankato,2701300017,586,0,0,R,486910,2019,TON,6.483,2.593,,35.8351,,0,0,
Magellan Pipeline Co LP - Mankato,2701300017,586,0,0,R,486910,2018,TON,6.898,2.759,0,37.4859,0,,,0
Magellan Pipeline Co LP - Mankato,2701300017,586,0,0,R,486910,2017,TON,7.026,2.81,,31.28821,,,,
Magellan Pipeline Co LP - Marshall,2708300007,1724,44.44131706,-95.81906486,R,486910,2019,TON,7.613,22.419,0.1286,18.4338,,0.44673,0.43353,
Magellan Pipeline Co LP - Marshall,2708300007,1724,44.44131706,-95.81906486,R,486910,2018,TON,7.712,21.691,0.124,18.5335,0,0.43068,0.41788,0
Magellan Pipeline Co LP - Marshall,2708300007,1724,44.4406,-95.8178,R,486910,2017,TON,6.471,26.084,0.1507,16.16656,,0.52344,0.50784,
Magellan Pipeline Co LP - Minneapolis Terminal,2712300070,1869,45.0244,-93.2008,R,486910,2019,TON,26.54,10.616,,135.81989,,0,0,
Magellan Pipeline Co LP - Minneapolis Terminal,2712300070,1869,45.0244,-93.2008,R,486910,2018,TON,24.36,9.746,0,126.3366,0,,,0
Magellan Pipeline Co LP - Rochester,2710900013,2184,44.00038528,-92.25079346,R,486910,2019,TON,10.63,4.252,,41.00338,,0,0,
Magellan Pipeline Co LP - Rochester,2710900013,2184,44.0008,-92.2502,R,486910,2017,TON,10.45,4.18,,36.31323,,,,
Magellan Pipeline Co LP - Rosemount,2703700021,2182,44.7325,-93.1961,R,486910,2018,TON,0,0,0,23.98,0,,,0
Magellan Pipeline Co LP - Rosemount,2703700021,2182,44.7325,-93.1961,R,486910,2017,TON,,,,24.307,,,,
Magellan Pipeline Co LP - Saint Paul Terminal,2712300070,1869,45.0241,-93.1971,R,486910,2017,TON,23.143,9.259,,118.867866,,,,
Magellan Pipeline Pump Station,2701700005,196,46.6298,-92.3897,R,486910,2019,TON,4.292,1.717,,25.8436,,0,0,
Magellan Pipeline Pump Station,2701700005,196,46.6298,-92.3897,R,486910,2018,TON,4.957,1.983,0,27.496,0,,,0
Magellan Pipeline Pump Station,2701700005,196,46.6298,-92.3897,R,486910,2017,TON,3.6,1.44,,24.477207,,,,
Magellan Pipeline Pump Station - Willmar,2706700015,2183,45.10441166,-95.08221438,R,486910,2019,TON,1.081,12.11,0.07402,4.1942,,0.25704,0.24944,
Magellan Pipeline Pump Station - Willmar,2706700015,2183,45.10441166,-95.08221438,R,486910,2018,TON,2.072,11.06,0.06757,4.116,0,0.23463,0.22773,0
Magellan Pipeline Pump Station - Willmar,2706700015,2183,45.1048,-95.0819,R,486910,2017,TON,2.219,11.84,0.07237,4.4842,,0.25127,0.24387,
Magnetation Plant 4,2706100079,139339,47.3019,-93.4558,R,212210,2019,TON,,,,,,0,0,
Mail Handling Group Inc,2705300827,2103,44.8665,-93.4683,D,511140,2018,TON,0.147,0.175,0.00105,6.849625,0.000000875,0.00091,0.0007525,0.0056
Mail Handling Group Inc,2705300827,2103,44.8665,-93.4683,D,511140,2017,TON,0.1302,0.155,0.00093,11.408525,0.000000775,0.000806,0.0006665,0.00496
Malt One Elevator,2705301204,118932,45.0211,-93.2594,D,493130,2019,TON,,,,,,0.66,0.110769,
Malt One Elevator,2705301204,118932,45.0211,-93.2594,D,493130,2018,TON,0,0,0,0,0,0.35,0.058583,0
Malt One Elevator,2705301204,118932,45.0211,-93.2594,D,493130,2017,TON,,,,,,0.588,0.098767,
Malteurop North America Inc - Winona,2716900013,4391,44.0569,-91.6507,R,311213,2019,TON,11.4621,13.6415,9.981849,0.750283,6.82075E-05,8.9055428,5.9758387,0.436528
Malteurop North America Inc - Winona,2716900013,4391,44.0569,-91.6507,R,311213,2018,TON,15.5386,18.501,8.91099,1.017875,0.000092505,9.524043,6.4606236,0.592
Malteurop North America Inc - Winona,2716900013,4391,44.0569,-91.6507,R,311213,2017,TON,12.3628,14.7195,16.338317,0.809573,7.35895E-05,8.9744934,6.0749439,0.470944
Maney International of Duluth Inc,2713700273,5109,46.75659971,-92.13893045,C,441110,2019,TON,0.0007094,0.0008445,0.000005067,0.83204645,4.223E-09,0.000004391,0.000003631,0.000004138
Maney International of Duluth Inc,2713700273,5109,46.75659971,-92.13893045,C,441110,2018,TON,0.000701,0.0008345,0.000005007,0.5765459,4.173E-09,0.000004339,0.000003588,0.000004089
Maney International of Duluth Inc,2713700273,5109,46.7566,-92.1392,C,441110,2017,TON,0.0005792,0.0006895,0.000004137,0.46303792,3.448E-09,0.000003585,2.9645E-06,0.000003379
Manheim - Minneapolis Auto Auction,2705300780,263,45.10020791,-93.40403872,D,423110,2019,TON,0.5057,0.602,0.003612,0.71611,0.00000301,0.00913,0.0075672,0.01926
Manheim - Minneapolis Auto Auction,2705300780,263,45.10020791,-93.40403872,D,423110,2018,TON,0.4032,0.48,0.00288,1.2164,0.0000024,0.012496,0.010362,0.01536
Manheim - Minneapolis Auto Auction,2705300780,263,45.1001,-93.4046,D,423110,2017,TON,0.2982,0.355,0.00213,1.53553,0.000001775,0.021846,0.0181265,0.01136
Manheim - Northstar Auto Auction,2713900082,29,44.7958,-93.4606,D,423110,2019,TON,0.3532,0.4205,0.002523,0.38313,0.000002103,0.004187,0.0034686,0.01346
Manheim - Northstar Auto Auction,2713900082,29,44.7958,-93.4606,D,423110,2018,TON,0.3507,0.4175,0.002505,1.23296,0.000002088,0.004671,0.0038693,0.01336
Manheim - Northstar Auto Auction,2713900082,29,44.7958,-93.4606,D,423110,2017,TON,0.3108,0.37,0.00222,1.21935,0.00000185,0.013924,0.011548,0.01184
Mankato Energy Center,2701300098,95792,44.199,-94.0024,R,221112,2019,TON,87.07876,64.3138,4.749124,5.217365,0.00015358,12.8624282,6.0742892,59.5903809
Mankato Energy Center,2701300098,95792,44.199,-94.0024,R,221112,2018,TON,24.36897,22.8203,1.186729,0.486463,0.000220743,5.5742782,2.77649435,2.3874969
Mankato Energy Center LLC,2701300098,95792,44.19628143,-94.00057983,R,221112,2017,TON,33.12358,31.300415,1.648791,0.669499,0.000103508,6.3062308,2.5446053,2.3111429
Mankato Iron & Metal Inc,2701300025,677,44.1725,-94.0004,D,331314,2019,TON,0.4519,0.538,0.003228,0.04959,0.00250269,1.912798,1.8422138,0.01722
Mankato Iron & Metal Inc,2701300025,677,44.1725,-94.0004,D,331314,2018,TON,0.719,0.856,0.005136,0.07708,0.00380428,2.884551,2.7777806,0.02739
Mankato Iron & Metal Inc,2701300025,677,44.1725,-94.0004,D,331314,2017,TON,0.7098,0.845,0.00507,0.07648,0.003804225,2.884394,2.7777335,0.02704
Manus Products Inc,2701900021,129946,44.8357,-93.802,D,325520,2019,TON,0.1061,0.1263,0.0007575,6.406944,6.313E-07,1.2906565,0.6677429,0.00404
Manus Products Inc,2701900021,129946,44.8357,-93.802,D,325520,2018,TON,0.0945,0.1125,0.000675,5.256188,5.625E-07,1.090585,0.5641838,0.0036
Manus Products Inc,2701900021,129946,44.8357,-93.802,D,325520,2017,TON,0.1044,0.1243,0.0007455,4.696834,6.213E-07,0.6206461,0.3211343,0.003976
Maple Grove Hospital Corp,2705301218,136872,45.1324,-93.4806,D,622110,2019,TON,2.65954,4.50157,0.48721,0.1895757,0.000015796,0.052926,0.0475043,0.096193
Maple Grove Hospital Corp,2705301218,136872,45.1324,-93.4806,D,622110,2018,TON,0.655445,1.09558,0.086461,0.0466798,3.3623E-06,0.0118437,0.01084745,0.0234682
Maple Grove Hospital Corp,2705301218,136872,45.1324,-93.4806,D,622110,2017,TON,0.93781,2.65494,0.379628,0.0798984,2.4675E-06,0.0430586,0.040905,0.0281636
Maple Grove Tower Site,2705301244,143102,45.07732426,-93.44217417,C,221112,2019,TON,4.545,21.115,1.3879,1.7236,,1.5227,1.52268,0.10139
Maple Grove Tower Site,2705301244,143102,45.07732426,-93.44217417,C,221112,2018,TON,3.575,16.607,1.0915,1.3555,0,1.1976,1.1976,0.07973
Maple Grove Tower Site,2705301244,143102,45.07732426,-93.44217417,C,221112,2017,TON,1.606,7.459,0.4903,0.6089,,0.5379,0.53793,0.03582
Mark Lee Asphalt Inc,2704100020,1068,0,0,HM,324121,2019,TON,3.68334,0.78104,0.1938,1.3318134,0.000020994,0.670384,0.468761,0.002454
Mark Lee Asphalt Inc,2704100020,1068,0,0,HM,324121,2018,TON,3.49103,0.76409,0.22424,1.2603319,0.000021439,0.637146,0.445143,0.003328
Mark Lee Asphalt Inc,2704100020,1068,0,0,HM,324121,2017,TON,3.57938,0.8963,0.42241,1.282342,0.00002926,0.66149,0.460513,0.008168
Mark Sand & Gravel Acquisition - Plant 1,2799000034,1084,0,0,HM,324121,2019,TON,3.333,0.6667,0.08718,0.8205,0.03231,0.5902,0.4128471,
Mark Sand & Gravel Acquisition - Plant 1,2799000034,1084,0,0,HM,324121,2018,TON,8.956,1.791,0.2342,2.205,0.0868,1.5855,1.1094571,0
Mark Sand & Gravel Acquisition - Plant 1,2799000034,1084,0,0,HM,324121,2017,TON,7.626,1.525,0.1995,1.877,0.07392,1.3495,0.9442571,
Mark Sand & Gravel Acquisition - Plant 7,2799000097,1101,0,0,HM,324121,2019,TON,23.4161,17.9124,10.03836,5.405915,0.002433837,3.90921,1.068648,0.063846
Mark Sand & Gravel Acquisition - Plant 7,2799000097,1101,0,0,HM,324121,2018,TON,13.66009,11.38234,5.806568,3.112126,0.001386801,2.251686,0.629736,0.043794
Mark Sand & Gravel Acquisition - Plant 7,2799000097,1101,0,0,HM,324121,2017,TON,15.71169,10.81574,6.79722,3.681475,0.001675465,2.66513,0.710077,0.03396
Mark Sand & Gravel Acquisition - Plant 8,2799000063,245,0,0,HM,324121,2019,TON,5.73976,5.93805,2.4799,1.2561905,0.000545891,1.116221,0.345733,0.028402
Mark Sand & Gravel Acquisition - Plant 8,2799000063,245,0,0,HM,324121,2018,TON,6.04479,2.60314,2.77411,1.4855114,0.000699196,1.2809511,0.3348871,0.002046
Mark Sand & Gravel Acquisition - Plant 8,2799000063,245,0,0,HM,324121,2017,TON,0.034605,0.01473,0.0155925,0.008513,3.99625E-06,0.2144095,0.062959549,0.000004
Mark Sand & Gravel Co - Nonmetallic,2711100082,135238,46.2881,-96.1138,NM,212321,2019,TON,0.4403,2.177,0.2446,0.1761,,4.75785,1.392843,
Mark Sand & Gravel Co - Nonmetallic,2711100082,135238,46.2881,-96.1138,NM,212321,2018,TON,3.864,19.1,2.147,1.546,0,6.24149,2.614475,0
Mark Sand & Gravel Co - Nonmetallic,2711100082,135238,46.2881,-96.1138,NM,212321,2017,TON,3.886,19.21,2.159,1.554,,6.59372,2.696187,
Markit County Grain LLC,2708900028,94971,48.356,-96.8304,D,424510,2019,TON,0.04,0.14,0,0,,5.99,1.267202,
Markit County Grain LLC,2708900028,94971,48.356,-96.8304,D,424510,2018,TON,0.01,0.05,,,0,4.02005,0.746182,0
Markit County Grain LLC,2708900028,94971,48.356,-96.8304,D,424510,2017,TON,0.01,0.05,,,,4.17,0.820592,
Marksman Metals Co Inc,2717100082,4120,45.2122,-93.6369,D,332439,2019,TON,0.4922,0.586,0.003516,0.57223,0.00000293,0.933047,0.7742196,0.01875
Marksman Metals Co Inc,2717100082,4120,45.2122,-93.6369,D,332439,2018,TON,0.5641,0.6715,0.004029,1.45693,0.000003358,1.843492,1.5298877,0.02149
Marksman Metals Co Inc,2717100082,4120,45.2122,-93.6369,D,332439,2017,TON,0.5502,0.655,0.00393,2.53603,0.000003275,0.773406,0.6417165,0.02096
Marshall Municipal Utilities,2708300005,4740,44.44691002,-95.7919694,D,221122,2019,TON,0.198666,1.3113,0.195578,0.0268142,0.000008681,0.027892,0.022727,0.017783
Marshall Municipal Utilities,2708300005,4740,44.44691002,-95.7919694,D,221122,2018,TON,0.071708,2.0566,0.47529,0.0255172,0.00002791,0.0305425,0.0305425,0.043043
Marshall Municipal Utilities,2708300005,4740,44.447,-95.7919,D,221122,2017,TON,0.03232,1.0965,0.19764,0.0242606,0.0000102,0.028797,0.0230838,0.017816
Martin Luther College,2701500060,50213,44.3053,-94.4728,R,611310,2019,TON,1.55643,1.91244,0.01715,0.102627,0.000009128,0.0110514,0.0093482,0.0095207
Martin Luther College,2701500060,50213,44.3053,-94.4728,R,611310,2018,TON,1.573736,1.93278,0.096266,0.1033561,0.000012419,0.01628123,0.01395933,0.0113157
Martin Luther College,2701500060,50213,44.3053,-94.4728,R,611310,2017,TON,1.61044,1.98167,0.018037,0.106222,0.000009438,0.0115028,0.0097388,0.0098725
Martin Marietta Materials - Saint Cloud Quarry,2714500029,1878,45.55174248,-94.23809957,R,212313,2018,TON,0.5525,2.567,0.1687,0.2095,0,55.668975,6.738975,0.01233
Martin Marietta Materials - Saint Cloud Quarry,2714500029,1878,45.552,-94.2361,R,212313,2017,TON,,,,,,41.251,6.4122,
Martin Marietta Materials Inc - Saint Cloud Quarry,2714500029,1878,45.55174248,-94.23809957,R,212313,2019,TON,2.455,11.41,0.7497,0.931,,34.87904,6.42954,0.05477
Martin Marietta Materials Inc - Yellow Medicine,2714500150,1877,0,0,NM,212313,2019,TON,,,,,,8.86273,1.76198,
Martin Marietta Materials Yellow Medicine,2714500150,1877,0,0,NM,212313,2018,TON,0,0,0,0,0,7.5839,1.5294,0
Martin Marietta Materials Yellow Medicine,2714500150,1877,0,0,NM,212313,2017,TON,,,,,,6.504,1.32441,
Marvin Windows & Doors,2713500002,436,48.9145,-95.3248,R,321911,2017,TON,38.17705514,17.0991832,1.542371675,168.3598964,0.00291623,16.1674448,14.74366102,4.6049806
Marvin Windows and Doors,2713500002,436,48.9145,-95.3248,R,321911,2019,TON,33.755274,17.21453,1.322174808,165.6103934,0.002521848,12.34087112,10.47242434,4.045787
Marvin Windows and Doors,2713500002,436,48.9145,-95.3248,R,321911,2018,TON,37.2924404,17.682216,1.464649752,177.2752036,0.002787145,15.72352679,13.2414562,4.4432471
Maselter Cabinets Inc,2714500106,1372,45.4725,-94.337,D,337110,2019,TON,,,,2.17125,,0,0,
Maselter Cabinets Inc,2714500106,1372,45.4725,-94.337,D,337110,2018,TON,0,0,0,2.37,0,,,0
Maselter Cabinets Inc,2714500106,1372,45.4725,-94.337,D,337110,2017,TON,,,,3.03,,,,
Master Collision Group LLC - Bloomington,2705300930,763,44.8591,-93.2941,D,811121,2019,TON,,,,1.43,,0.12,0.09957,
Master Collision Group LLC - Bloomington,2705300930,763,44.8591,-93.2941,D,811121,2018,TON,0,0,0,1.43,0,0.12,0.09957,0
Master Collision Group LLC - Bloomington,2705300930,763,44.8591,-93.2941,D,811121,2017,TON,,,,1.41,,0.14,0.1162,
Master Composites Inc,2711100085,143942,46.3267,-95.4457,R,326199,2019,TON,0.04456,0.05305,0.0003183,24.905918,,2.8352759,1.35742816,0.001698
Master Composites Inc,2711100085,143942,46.3267,-95.4457,R,326199,2018,TON,0.04087,0.04865,0.0002919,15.035676,0,2.550253,0.90020922,0.001557
Master Composites Inc,2711100085,143942,46.3267,-95.4457,R,326199,2017,TON,0.03179,0.03785,0.0002271,7.709082,,2.2917968,0.80896274,0.001211
Mathy Construction - Plant 18,2799000339,216561,0,0,HM,324121,2019,TON,14.173,14.081,5.140353,4.4952,0.001328,5.11762,1.711793,0.06099
Mathy Construction - Plant 18,2799000339,216561,0,0,HM,324121,2018,TON,11.72568,11.217,4.309496,3.7524,0.001113,2.326857,0.735807,0.04724
Mathy Construction - Plant 18,2799000339,216561,0,0,HM,324121,2017,TON,2.16267,2.3074,0.7638979,0.67319,0.0001973,0.546122,0.1805624,0.01048
Mathy Construction - Plant 28,2799000340,216560,0,0,HM,324121,2019,TON,13.7534,10.985,5.331803,4.5711,0.001378,3.25384,7.240208,0.03927
Mathy Construction - Plant 28,2799000340,216560,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction - Plant 43,2799000350,232699,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 15,2799000118,1093,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 15,2799000118,1093,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 23,2799000120,1094,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 23,2799000120,1094,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 24,2799000143,1095,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 24,2799000143,1095,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 25,2799000318,122650,0,0,HM,324121,2019,TON,0.00530117,0.0022,0.00232,0.0019239,0.0000006,0.00095863,0.000250312,
Mathy Construction Co - Plant 25,2799000318,122650,0,0,HM,324121,2018,TON,0.00662646,0.00275,0.0029,0.0024049,0.00000075,0.001197914,0.000312832,0
Mathy Construction Co - Plant 25,2799000318,122650,0,0,HM,324121,2017,TON,0.00714332,0.002965,0.003126,0.0025926,8.085E-07,0.00040055,0.000121578,
Mathy Construction Co - Plant 26,2799000319,122651,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 26,2799000319,122651,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 47,2799000342,216864,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 47,2799000342,216864,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 49,2799000327,131094,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 49,2799000327,131094,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 52,2799000274,6678,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 52,2799000274,6678,0,0,HM,324121,2018,TON,2.88866,2.214,0.2153193,0.96773,0.01054,1.108139,0.360581,0.007557
Mathy Construction Co - Plant 54,2799000246,1097,0,0,HM,324121,2019,TON,,,,,,0,0,
Mathy Construction Co - Plant 54,2799000246,1097,0,0,HM,324121,2018,TON,0,0,0,0,0,,,0
Mathy Construction Co - Plant 60,2799000223,1092,0,0,HM,324121,2019,TON,,,,,,0,0,
